Key,year,quarter,CentroidX,CentroidY,Avg_Pop__Densi,Avg_Income___T,Avg_Income___2,Avg_Income___3,Avg_Housing___,Avg_Education_,Crime_Count,Quarterly_Fire_Count
Caserne 03 Grid0_1,2015,1,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,17.0,31
Caserne 03 Grid0_1,2015,2,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,20.0,33
Caserne 03 Grid0_1,2015,3,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,15.0,37
Caserne 03 Grid0_1,2015,4,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,12.0,31
Caserne 03 Grid0_1,2016,1,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,8.0,38
Caserne 03 Grid0_1,2016,2,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,9.0,46
Caserne 03 Grid0_1,2016,3,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,10.0,36
Caserne 03 Grid0_1,2016,4,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,13.0,49
Caserne 03 Grid0_1,2017,1,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,14.0,24
Caserne 03 Grid0_1,2017,2,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,14.0,34
Caserne 03 Grid0_1,2017,3,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,12.0,29
Caserne 03 Grid0_1,2017,4,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,17.0,33
Caserne 03 Grid0_1,2018,1,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,8.0,41
Caserne 03 Grid0_1,2018,2,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,16.0,44
Caserne 03 Grid0_1,2018,3,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,13.0,32
Caserne 03 Grid0_1,2018,4,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,10.0,29
Caserne 03 Grid0_1,2019,1,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,13.0,40
Caserne 03 Grid0_1,2019,2,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,13.0,44
Caserne 03 Grid0_1,2019,3,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,8.0,52
Caserne 03 Grid0_1,2019,4,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,7.0,34
Caserne 03 Grid0_1,2020,1,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,21.0,35
Caserne 03 Grid0_1,2020,2,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,12.0,10
Caserne 03 Grid0_1,2020,3,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,17.0,44
Caserne 03 Grid0_1,2020,4,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,17.0,26
Caserne 03 Grid0_1,2021,1,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,12.0,39
Caserne 03 Grid0_1,2021,2,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,8.0,36
Caserne 03 Grid0_1,2021,3,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,16.0,39
Caserne 03 Grid0_1,2021,4,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,12.0,34
Caserne 03 Grid0_1,2022,1,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,8.0,33
Caserne 03 Grid0_1,2022,2,-73.564826,45.490541,11581.67,675.0,100.0,67.62,399.0,676.5,9.0,30
Caserne 03 Grid1_0,2015,1,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,16.0,41
Caserne 03 Grid1_0,2015,2,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,21.0,47
Caserne 03 Grid1_0,2015,3,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,15.0,47
Caserne 03 Grid1_0,2015,4,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,7.0,36
Caserne 03 Grid1_0,2016,1,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,4.0,53
Caserne 03 Grid1_0,2016,2,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,14.0,62
Caserne 03 Grid1_0,2016,3,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,12.0,70
Caserne 03 Grid1_0,2016,4,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,14.0,54
Caserne 03 Grid1_0,2017,1,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,11.0,66
Caserne 03 Grid1_0,2017,2,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,8.0,60
Caserne 03 Grid1_0,2017,3,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,11.0,70
Caserne 03 Grid1_0,2017,4,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,23.0,45
Caserne 03 Grid1_0,2018,1,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,16.0,67
Caserne 03 Grid1_0,2018,2,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,15.0,58
Caserne 03 Grid1_0,2018,3,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,8.0,64
Caserne 03 Grid1_0,2018,4,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,11.0,66
Caserne 03 Grid1_0,2019,1,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,11.0,49
Caserne 03 Grid1_0,2019,2,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,11.0,48
Caserne 03 Grid1_0,2019,3,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,30.0,67
Caserne 03 Grid1_0,2019,4,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,13.0,67
Caserne 03 Grid1_0,2020,1,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,5.0,50
Caserne 03 Grid1_0,2020,2,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,18.0,25
Caserne 03 Grid1_0,2020,3,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,10.0,73
Caserne 03 Grid1_0,2020,4,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,20.0,61
Caserne 03 Grid1_0,2021,1,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,8.0,81
Caserne 03 Grid1_0,2021,2,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,17.0,83
Caserne 03 Grid1_0,2021,3,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,14.0,103
Caserne 03 Grid1_0,2021,4,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,10.0,79
Caserne 03 Grid1_0,2022,1,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,10.0,69
Caserne 03 Grid1_0,2022,2,-73.564826,45.490541,5239.475,1881.66666666667,100.0,87.5,1285.0,1873.33333333333,35.0,80
Caserne 03 Grid1_1,2015,1,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,1
Caserne 03 Grid1_1,2015,2,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,1
Caserne 03 Grid1_1,2016,1,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,1
Caserne 03 Grid1_1,2016,2,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,1
Caserne 03 Grid1_1,2016,3,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,2
Caserne 03 Grid1_1,2017,2,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,1
Caserne 03 Grid1_1,2017,3,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,1
Caserne 03 Grid1_1,2017,4,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,2
Caserne 03 Grid1_1,2018,1,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,2
Caserne 03 Grid1_1,2018,4,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,2
Caserne 03 Grid1_1,2019,2,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,4
Caserne 03 Grid1_1,2019,3,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,2
Caserne 03 Grid1_1,2019,4,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,4
Caserne 03 Grid1_1,2020,1,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,4
Caserne 03 Grid1_1,2020,2,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,1
Caserne 03 Grid1_1,2020,3,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,2
Caserne 03 Grid1_1,2020,4,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,2
Caserne 03 Grid1_1,2021,2,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,2
Caserne 03 Grid1_1,2021,3,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,4
Caserne 03 Grid1_1,2021,4,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,2
Caserne 03 Grid1_1,2022,1,-73.564826,45.490541,4877.6,1205.0,100.0,83.2,790.0,1212.5,0.0,2
Caserne 04 Grid0_1,2015,1,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,2
Caserne 04 Grid0_1,2015,3,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,4
Caserne 04 Grid0_1,2015,4,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,2
Caserne 04 Grid0_1,2016,1,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,2
Caserne 04 Grid0_1,2016,2,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,1
Caserne 04 Grid0_1,2016,3,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,1.0,1
Caserne 04 Grid0_1,2016,4,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,3.0,2
Caserne 04 Grid0_1,2017,1,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,2
Caserne 04 Grid0_1,2017,2,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,2
Caserne 04 Grid0_1,2017,3,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,2
Caserne 04 Grid0_1,2017,4,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,1
Caserne 04 Grid0_1,2018,1,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,1
Caserne 04 Grid0_1,2018,2,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,1
Caserne 04 Grid0_1,2018,3,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,1
Caserne 04 Grid0_1,2018,4,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,1
Caserne 04 Grid0_1,2019,1,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,2
Caserne 04 Grid0_1,2019,4,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,1.0,3
Caserne 04 Grid0_1,2020,1,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,1
Caserne 04 Grid0_1,2020,3,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,1.0,1
Caserne 04 Grid0_1,2020,4,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,2
Caserne 04 Grid0_1,2021,1,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,1
Caserne 04 Grid0_1,2021,2,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,0.0,4
Caserne 04 Grid0_1,2021,3,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,1.0,2
Caserne 04 Grid0_1,2022,1,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,1.0,2
Caserne 04 Grid0_1,2022,2,-73.648802,45.491405,859.35,1487.5,100.0,76.5,842.5,1425.0,1.0,1
Caserne 04 Grid0_2,2018,2,-73.648802,45.491405,958.666666666667,1173.33333333333,100.0,72.3333333333333,640.0,1130.0,0.0,1
Caserne 04 Grid0_2,2018,3,-73.648802,45.491405,958.666666666667,1173.33333333333,100.0,72.3333333333333,640.0,1130.0,0.0,1
Caserne 04 Grid0_2,2019,3,-73.648802,45.491405,958.666666666667,1173.33333333333,100.0,72.3333333333333,640.0,1130.0,0.0,1
Caserne 04 Grid0_2,2021,4,-73.648802,45.491405,958.666666666667,1173.33333333333,100.0,72.3333333333333,640.0,1130.0,0.0,1
Caserne 04 Grid0_2,2022,2,-73.648802,45.491405,958.666666666667,1173.33333333333,100.0,72.3333333333333,640.0,1130.0,0.0,1
Caserne 04 Grid1_0,2015,1,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,10.0,41
Caserne 04 Grid1_0,2015,2,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,14.0,33
Caserne 04 Grid1_0,2015,3,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,17.0,43
Caserne 04 Grid1_0,2015,4,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,8.0,39
Caserne 04 Grid1_0,2016,1,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,13.0,47
Caserne 04 Grid1_0,2016,2,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,15.0,35
Caserne 04 Grid1_0,2016,3,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,10.0,32
Caserne 04 Grid1_0,2016,4,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,8.0,44
Caserne 04 Grid1_0,2017,1,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,16.0,42
Caserne 04 Grid1_0,2017,2,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,14.0,41
Caserne 04 Grid1_0,2017,3,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,13.0,50
Caserne 04 Grid1_0,2017,4,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,18.0,55
Caserne 04 Grid1_0,2018,1,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,12.0,53
Caserne 04 Grid1_0,2018,2,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,13.0,36
Caserne 04 Grid1_0,2018,3,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,7.0,60
Caserne 04 Grid1_0,2018,4,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,12.0,39
Caserne 04 Grid1_0,2019,1,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,13.0,38
Caserne 04 Grid1_0,2019,2,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,12.0,44
Caserne 04 Grid1_0,2019,3,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,13.0,52
Caserne 04 Grid1_0,2019,4,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,8.0,46
Caserne 04 Grid1_0,2020,1,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,13.0,36
Caserne 04 Grid1_0,2020,2,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,9.0,18
Caserne 04 Grid1_0,2020,3,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,8.0,36
Caserne 04 Grid1_0,2020,4,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,10.0,30
Caserne 04 Grid1_0,2021,1,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,2.0,27
Caserne 04 Grid1_0,2021,2,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,1.0,43
Caserne 04 Grid1_0,2021,3,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,4.0,46
Caserne 04 Grid1_0,2021,4,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,17.0,44
Caserne 04 Grid1_0,2022,1,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,9.0,30
Caserne 04 Grid1_0,2022,2,-73.648802,45.491405,4532.41666666667,1032.5,100.0,72.4833333333333,559.166666666667,1010.0,5.0,27
Caserne 04 Grid1_1,2015,1,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,6.0,19
Caserne 04 Grid1_1,2015,2,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,9.0,13
Caserne 04 Grid1_1,2015,3,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,5.0,20
Caserne 04 Grid1_1,2015,4,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,6.0,22
Caserne 04 Grid1_1,2016,1,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,2.0,13
Caserne 04 Grid1_1,2016,2,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,5.0,9
Caserne 04 Grid1_1,2016,3,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,2.0,27
Caserne 04 Grid1_1,2016,4,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,6.0,22
Caserne 04 Grid1_1,2017,1,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,7.0,21
Caserne 04 Grid1_1,2017,2,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,6.0,18
Caserne 04 Grid1_1,2017,3,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,3.0,26
Caserne 04 Grid1_1,2017,4,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,12.0,14
Caserne 04 Grid1_1,2018,1,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,12.0,10
Caserne 04 Grid1_1,2018,2,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,9.0,20
Caserne 04 Grid1_1,2018,3,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,5.0,26
Caserne 04 Grid1_1,2018,4,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,2.0,14
Caserne 04 Grid1_1,2019,1,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,3.0,20
Caserne 04 Grid1_1,2019,2,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,3.0,16
Caserne 04 Grid1_1,2019,3,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,5.0,15
Caserne 04 Grid1_1,2019,4,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,4.0,18
Caserne 04 Grid1_1,2020,1,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,6.0,13
Caserne 04 Grid1_1,2020,2,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,4.0,2
Caserne 04 Grid1_1,2020,3,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,6.0,14
Caserne 04 Grid1_1,2020,4,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,8.0,9
Caserne 04 Grid1_1,2021,1,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,4.0,9
Caserne 04 Grid1_1,2021,2,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,2.0,19
Caserne 04 Grid1_1,2021,3,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,3.0,16
Caserne 04 Grid1_1,2021,4,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,4.0,14
Caserne 04 Grid1_1,2022,1,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,3.0,9
Caserne 04 Grid1_1,2022,2,-73.648802,45.491405,3088.81666666667,832.5,100.0,65.3833333333333,452.5,801.666666666667,2.0,9
Caserne 04 Grid2_0,2015,1,-73.648802,45.491405,15693.64,635.25,100.0,67.32,315.5,634.5,27.0,65
Caserne 04 Grid2_0,2015,2,-73.648802,45.491405,15693.64,635.25,100.0,67.32,315.5,634.5,23.0,68
